"Name";"Nation";"Position";"Club";"Int Caps";"Int Goals";"Wage";"Value";"Date Of Birth";"Contract End";"Unique ID";"Club ID"
"Senger, Marvin";"Allemagne";"D LC";"Stal Mielec";"0";"0";"1830";"148460";"06.01.2000";"30.06.2026";"91194351";"715911"
"Semedo, Emian-Johar";"Curaçao / Pays-Bas";"AM RL";"FC Den Bosch";"0";"0";"430";"169170";"11.03.2003";"30.06.2027";"2000388505";"1005"
"Vilsaint, Jules-Anthony";"Canada / Haïti";"AM/F C";"Toronto FC";"0";"0";"2180";"1163580";"06.01.2003";"31.12.2026";"2000090504";"72000789"
"Ðuric, Danijel";"Islande / Serbie / Bulgarie";"AM RC";"Istra 1961";"3";"0";"680";"332820";"05.01.2003";"30.06.2028";"39058485";"662735"
"Goelzer, Anthony";"France";"D/WB L";"Saint-Amand FC";"0";"0";"0";"0";"12.09.1998";"-";"48038757";"34006836"
"Doremus, Melvyn";"Bénin / France";"D/WB R";"US Lusitanos Saint-Maur";"12";"0";"430";"69670";"29.10.1996";"30.06.2026";"50050766";"2052"
"Velikonja, Etien";"Slovénie";"AM/F C";"Kras Repen";"3";"0";"810";"8210";"26.12.1988";"30.06.2026";"64001518";"43076612"
"Turi, Géza Dávid";"Féroé / Hongrie / Danemark";"DM";"Grimsby";"0";"0";"1390";"375330";"06.10.2001";"30.06.2027";"2000006377";"658"
"Carmona, Pablo";"Espagne";"GK";"Segoviana";"0";"0";"1160";"3520";"11.06.1988";"30.06.2026";"67226943";"4212400"
"Propheter, Jerome";"Allemagne";"D C";"Merten";"0";"0";"1270";"8440";"04.06.1990";"30.06.2026";"91124386";"35120653"
"Panach, Alejandro";"Espagne";"D C";"Valencia";"0";"0";"1240";"499840";"18.01.2006";"30.06.2028";"2000298364";"1775"
"Borgelin, Shanyder";"Haïti / États-Unis";"ST";"Varbergs BoIS";"3";"0";"900";"145120";"19.10.2001";"31.12.2027";"20049212";"2677"
"Oliver, Vadaine";"Angleterre / Nlle-Calédonie / France";"ST";"Hartlepool Utd";"0";"0";"1390";"24940";"21.10.1991";"30.06.2026";"29040676";"661"
"Hensel, Pharell";"Allemagne";"DM";"VfL Wolfsburg";"0";"0";"5770";"727800";"08.06.2007";"30.06.2029";"2000330215";"961"
"Garcia, Fabrício";"Cap-Vert";"WB L, AM RL";"Alverca SAD";"6";"0";"1550";"496230";"04.05.2001";"30.06.2028";"2000190834";"2391"
"Bertolini, Gabriele";"Italie";"AM RL";"Fiorentina";"0";"0";"1350";"1347330";"11.04.2006";"30.06.2026";"2000241001";"1129"
"Camara, Issiaga";"Guinée / France";"DM";"IF Brommapojkarna";"0";"0";"1110";"1513740";"02.02.2005";"30.06.2028";"2000290402";"2157"
"Kavanagh, Brandon";"Irlande";"AM RC";"Drogheda Utd";"0";"0";"1200";"260640";"21.09.2000";"30.11.2027";"52091629";"1300922"
"Feria, Javi";"Espagne";"AM C";"Xerez DFC";"0";"0";"800";"201500";"03.08.2002";"30.06.2026";"2000113494";"67259097"
"Shabani, Meritan";"Allemagne / Kosovo / Albanie";"AM C";"Bellinzone";"0";"0";"1640";"80730";"15.03.1999";"30.06.2027";"91173263";"1101431"
"Sarpei, Kingsley";"Allemagne / Ghana";"AM R, ST";"Solingen Wald";"0";"0";"0";"0";"20.11.2002";"-";"2000065775";"91189794"
"Ulysse, Denso";"Haïti / États-Unis";"D RL";"-";"0";"0";"0";"0";"20.11.1998";"-";"20045104";"-1"
"Joseca";"Espagne";"D/WB RL, M L";"Algeciras";"0";"0";"4690";"125090";"17.04.1997";"30.06.2026";"67228780";"4203033"
"Winter, Nils";"Allemagne";"D/WB RL, M R";"Alemannia Aachen";"0";"0";"3770";"50690";"13.12.1993";"30.06.2026";"91119267";"900"
"Stojkovic, Strahinja";"Serbie";"D/WB R";"Saint-Étienne";"0";"0";"580";"2145310";"08.03.2007";"30.06.2029";"2000373421";"828"
"Solbes, José";"Espagne";"D RC";"Alcoyano";"0";"0";"4120";"139340";"18.12.1999";"30.06.2026";"2000037254";"1689"
"Shalabiya, Malek";"Jordanie";"GK";"Al-Ramtha";"1";"0";"260";"5410";"20.02.1988";"30.06.2026";"23233252";"135257"
"Fisher, Hugo";"Slovaquie / Angleterre";"GK";"Southampton";"0";"0";"1160";"396260";"24.09.2004";"30.06.2027";"2000124285";"713"
"Milesi, Luca";"Italie";"D C";"Pergolettese";"0";"0";"610";"60210";"28.04.1993";"30.06.2026";"43067438";"43124315"
"Bourdin, Pierre";"France";"D LC";"US Avranches";"0";"0";"680";"59880";"06.01.1994";"30.06.2026";"85075643";"2068"
"Moore, Taylor";"Angleterre";"D RC";"Bristol Rovers";"0";"0";"3480";"227850";"12.05.1997";"30.06.2027";"85130400";"620"
"Mancini, Davide";"Italie";"D C";"Südtirol";"0";"0";"520";"188470";"02.05.2005";"30.06.2027";"2000114824";"829172"
"Markovic, Niko";"Canada / États-Unis / Serbie";"D C";"D.C. United";"0";"0";"6220";"1391150";"22.07.2004";"31.12.2027";"2000518558";"1913"
"Tropi";"Espagne";"DM";"-";"0";"0";"0";"0";"12.05.1995";"-";"67216154";"-1"
"Blanc, Maxime";"France";"AM C";"AS Cannes";"0";"0";"550";"23610";"23.01.1992";"30.06.2026";"85003938";"825"
"Lofthouse, Kyran";"Angleterre";"D/WB R";"Burton";"0";"0";"3480";"291280";"15.09.2000";"30.06.2027";"29187154";"4001706"
"Samu Fernández";"Espagne";"D C";"Coruña";"0";"0";"1180";"422920";"17.03.2007";"30.06.2026";"2000417091";"1705"
"Obeng, Isaac";"Ghana / Espagne";"AM RL";"Algeciras";"0";"0";"1510";"458630";"10.05.2003";"30.06.2028";"2000138138";"4203033"
"Peries, Jan";"Espagne";"AM RLC";"Espanyol";"0";"0";"1000";"721780";"27.07.2007";"30.06.2028";"2000497000";"1725"
"Ali Awad";"Qatar";"AM L";"Al-Khor";"0";"0";"5850";"1650890";"27.04.1995";"30.06.2028";"23303298";"5627593"
"Gomes, Ylan";"France / Guinée-Bissau";"AM L, ST";"-";"0";"0";"0";"0";"22.07.2002";"-";"73201911";"-1"
"Cabral, Pape";"France / Sénégal";"DM";"AS Monaco";"0";"0";"120";"1249960";"20.01.2007";"30.06.2026";"2000263154";"826"
"Dipinto, Nicola";"Italie";"DM";"Altamura";"0";"0";"780";"139280";"26.10.2002";"30.06.2028";"43425030";"43267658"
"Broadbent, George";"Angleterre";"DM";"Doncaster";"0";"0";"2900";"285140";"30.09.2000";"30.06.2027";"29193992";"646"
"Galli, Giorgio";"Italie";"M C";"Alcione";"0";"0";"1190";"178570";"11.02.1996";"30.06.2028";"43162634";"43106513"
"Fusco, Francesco";"Italie";"D C";"Sorrento";"0";"0";"770";"131950";"19.02.1999";"30.06.2026";"43271997";"831366"
"Granata, Antonio";"Italie";"D C";"Picerno";"0";"0";"510";"95410";"06.04.2000";"30.06.2027";"43339464";"43065074"
"Thomann, Martin";"Allemagne";"AM RL";"Würzburger Kickers";"0";"0";"1480";"61210";"31.05.1994";"30.06.2026";"91195322";"8709077"
"Ergashev, Botirali";"Ouzbékistan";"GK";"Neftchi Ferghana";"4";"0";"3380";"97640";"23.06.1995";"31.12.2025";"59062045";"483003"
"Aparicio, Manuel";"Canada / Argentine";"M C";"Ottawa";"1";"0";"960";"246740";"17.09.1995";"31.12.2027";"72040332";"20503663"
"Grande, Michele";"Italie";"M RLC";"Altamura";"0";"0";"770";"238090";"30.09.2003";"30.06.2027";"2000105100";"43267658"
"Fondop, Mike";"Cameroun / Angleterre";"ST";"Oldham";"0";"0";"2320";"114780";"27.11.1993";"30.06.2027";"89054235";"694"
"Barroso, Víctor";"Espagne";"AM RLC";"Toledo";"0";"0";"970";"109670";"02.12.1996";"30.06.2026";"67263953";"1671"
"Viana, Manu";"Espagne";"AM L";"Melilla";"0";"0";"2660";"50140";"16.06.1995";"30.06.2026";"67173046";"109027"
"Guindo, Mohammed";"Mali / Belgique";"ST";"Clermont Foot";"0";"0";"2510";"1243070";"01.08.2003";"30.06.2029";"18114901";"1992"
"Dunand, Lucas";"France";"DM";"-";"0";"0";"0";"0";"08.04.1993";"-";"48042578";"-1"
"Lungu, Teodor";"Moldavie / Roumanie";"DM";"Unirea Slobozia";"1";"0";"1610";"501850";"12.06.1995";"30.06.2027";"57123539";"57000777"
"Llorente, Fernando";"Espagne";"DM";"Segoviana";"0";"0";"1760";"13280";"18.09.1990";"30.06.2026";"67103580";"4212400"
"Álvaro Martínez";"Espagne";"M C";"Lorca D.";"0";"0";"510";"42120";"17.07.2000";"30.06.2026";"2000186283";"67224700"
"Richi";"Espagne / Brésil";"D C, DM";"Navalcarnero";"0";"0";"1080";"4430";"22.09.1989";"30.06.2026";"1507950";"814350"
"Boyce, Ronan";"Irlande";"D/WB R";"St. Pat's Athletic";"0";"0";"1400";"243600";"12.05.2001";"30.11.2027";"29244069";"599"
"Ndiaye, Ousseynou";"Sénégal";"DM, AM C";"SC Aubagne Air Bel";"0";"0";"1200";"104000";"24.11.1998";"30.06.2026";"49046135";"2000475359"
"Aref Al-Haj";"Jordanie";"AM R";"Al-Hussein";"4";"0";"780";"66020";"28.05.2001";"30.06.2026";"2000190738";"135254"
"Cherif, Mohamed";"Allemagne / Algérie";"D/WB R, DM";"Torpedo Kt.";"0";"0";"1420";"644670";"08.05.2000";"31.12.2026";"24066138";"59025932"
"N'Djoli, Jean-Paul";"France / R.D. Congo";"AM L, ST";"Wil";"0";"0";"1660";"72660";"09.10.2000";"30.06.2027";"2000122126";"130820"
"Kohon, Rudy";"France / Côte d'Ivoire";"D RC";"KV Kortrijk";"0";"0";"1420";"1378410";"23.05.2004";"30.06.2029";"2000023351";"231"
"Fran López";"Espagne";"AM/F C";"Gran Peña";"0";"0";"840";"136060";"24.01.2002";"30.06.2026";"67279609";"67051280"
"Meiser, Jonas";"Allemagne";"AM R, ST";"Reutlingen";"0";"0";"1370";"108270";"03.01.1999";"30.06.2027";"91184527";"2254"
"Elekwa, Emmanuel";"Allemagne / Espagne / Nigeria";"ST";"Alemannia Aachen";"0";"0";"3640";"103760";"11.06.2005";"30.06.2028";"2000194581";"900"
"Pujol, Ricard";"Espagne";"D LC";"-";"0";"0";"0";"0";"04.03.1998";"-";"67258717";"-1"
"Powell, Brandon";"Angleterre / Jamaïque / États-Unis";"D/WB L, AM LC";"Barrow";"0";"0";"1160";"3514800";"17.10.2005";"30.06.2027";"2000191712";"607"
"Gerard Gonzàlez";"Espagne";"D LC";"Cornellà";"0";"0";"2450";"52780";"17.02.2004";"30.06.2026";"2000220425";"814086"
"Seck, Ibrahima";"Sénégal / France";"DM";"US Lusitanos Saint-Maur";"1";"0";"750";"13370";"10.08.1989";"30.06.2026";"85079417";"2052"
"Callegari, Lorenzo";"France / Italie";"DM";"HFX Wanderers FC";"0";"0";"480";"247920";"27.02.1998";"31.12.2026";"48036836";"20502989"
"Centinaro, Tommaso";"Italie";"DM";"Paradiso";"0";"0";"650";"37420";"01.10.2002";"30.06.2027";"2000051159";"98010085"
"Ravizzoli, Franco";"Argentine";"GK";"Blackpool";"0";"0";"3480";"172260";"09.07.1997";"30.06.2027";"14185872";"613"
"Yazan Naim";"Qatar";"GK";"Al-Ahli";"0";"0";"6510";"1719670";"05.06.1997";"30.06.2027";"23340967";"135410"
"Torres, Pau";"Espagne";"GK";"At. Lleida";"0";"0";"560";"4220";"04.06.1987";"30.06.2026";"67022036";"2000380391"
"Etonde, Romaric";"France / Cameroun";"ST";"AS Monaco";"0";"0";"650";"561490";"30.04.2005";"30.06.2026";"2000126747";"826"
"Penyafort, Toni";"Espagne";"AM R, ST";"Poblense";"0";"0";"600";"59650";"20.02.2002";"30.06.2026";"2000213999";"814641"
"Craig, Paco";"Angleterre";"D C";"Indy Eleven";"0";"0";"820";"347999990";"19.10.1992";"30.11.2026";"28047876";"20030083"
"Schweers, Lion";"Allemagne";"D C";"Borussia M'gladbach";"0";"0";"2630";"26390";"01.04.1996";"30.06.2026";"91167818";"908"
"Ruggeri, Giacomo";"Italie";"D/WB L";"Caldiero";"0";"0";"360";"73540";"30.03.2003";"30.06.2026";"2000021093";"43092861"
"Irurita, Xabi";"Espagne / Pays Basque";"D/WB RL, M R";"A. Bilbao";"0";"0";"1180";"38000";"02.01.2002";"30.06.2026";"2000024294";"1664"
"Déme, Sérigne";"Sénégal / Italie";"AM RL, ST";"Juventus";"0";"0";"1860";"263150";"04.02.2005";"30.06.2027";"2000106663";"1139"
"Madjer, Lotfi";"Qatar / Algérie";"AM RL";"Al-Shahaniya";"0";"0";"10090";"3095410";"22.03.2002";"30.06.2030";"2000136038";"1032766"
"Nouvier, Bryan";"France";"AM LC";"-";"0";"0";"0";"0";"21.06.1995";"-";"85122512";"-1"
"Marí, Miguel";"Espagne";"DM, AM C";"Logroñés";"0";"0";"1540";"204280";"30.06.1997";"30.06.2026";"43270432";"67089705"
"Mallamo, Andrea";"Italie";"DM";"Lecco";"0";"0";"950";"215530";"22.10.2002";"30.06.2027";"43425384";"2205"
"Sancho, Daniel";"Espagne / Pays Basque";"ST";"S.D. Logroñés";"0";"0";"3020";"99160";"30.01.2002";"30.06.2026";"2000121920";"67083655"
"Akkus Rodríguez, Lian";"Allemagne / Espagne";"AM RLC";"Gießen";"0";"0";"560";"35480";"20.09.2003";"30.06.2026";"2000069184";"35140218"
"Delaney, Ryan";"Irlande";"D C";"Newport";"0";"0";"2090";"84280";"06.09.1996";"30.06.2026";"52061367";"581"
"Coyle, Liam";"Angleterre / Irlande du Nord";"DM";"Accrington";"0";"0";"1390";"151280";"06.12.1999";"30.06.2026";"28109691";"109210"
"Scarsella, Fabio";"Italie";"M C";"Giulianova";"0";"0";"1040";"13370";"19.07.1989";"30.06.2026";"43009816";"43315321"
"Jérôme, Mechack";"Haïti / États-Unis";"D C";"-";"78";"4";"0";"0";"21.04.1990";"-";"20015071";"-1"
"Hencke, Oskar";"Allemagne";"AM RC";"TSG Hoffenheim";"0";"0";"1500";"251620";"02.10.2007";"30.06.2028";"2000520620";"879226"
"Ruane, Connor";"Angleterre";"D/WB L";"R. Jaén";"0";"0";"980";"94830";"15.11.1993";"30.06.2026";"67208190";"2095"
"L'Hostis, Franck";"France";"GK";"Stade Briochin";"0";"0";"720";"34460";"03.04.1990";"30.06.2026";"85022969";"878"
"Caliskan, Noel";"Allemagne / Turquie / États-Unis";"D R, M C";"Real Salt Lake";"0";"0";"1720";"900640";"29.08.2000";"31.12.2026";"2000236059";"980543"
"Bacharach, Hugo";"Espagne";"D C, DM";"Rhode Island";"0";"0";"990";"584280";"27.07.2001";"30.11.2026";"2000322101";"2000067201"
"Appiah, Arvin";"Angleterre / Ghana / Pays-Bas";"WB L, AM RL";"Amiens SC";"0";"0";"8020";"201590";"05.01.2001";"30.06.2026";"29189401";"831"
"Loiodice, Nicola";"Italie";"AM L";"Taranto";"0";"0";"440";"59370";"16.08.1992";"30.06.2027";"43062202";"2224"
"Prasse, Luca";"Allemagne";"AM RLC";"FSV Zwickau";"0";"0";"2880";"496230";"11.06.2004";"30.06.2028";"2000196163";"965"
"Brown, Scott";"Écosse";"DM";"Raith Rovers";"0";"0";"930";"72500";"25.11.1994";"31.05.2027";"29083445";"1592"
"Romero, Aarón";"Espagne";"D/WB L";"Chaves";"0";"0";"1250";"47500";"15.06.1999";"30.06.2026";"2000128199";"1480"
"Stamatakis, Dimitris";"Grèce";"GK";"Atlético Pamplona";"0";"0";"680";"13190";"23.04.2003";"30.06.2026";"2000130792";"1685"
"Mabaya, Isaac";"Angleterre / Zimbabwe";"D/WB R, DM, M RC";"Wigan";"0";"0";"4640";"293130";"22.09.2004";"30.06.2026";"2000108376";"737"
"Hoops, Tim";"Allemagne";"D C";"Chemie Leipzig";"0";"0";"1530";"81280";"14.07.2005";"30.06.2026";"2000197549";"35105533"
"Abada, Achref";"Algérie";"D C";"USM Alger";"0";"0";"3750";"48270";"15.06.1999";"30.06.2029";"2000379918";"5340080"
"Añón, David";"Espagne";"AM R, ST";"Coruxo";"0";"0";"1430";"4690";"03.04.1989";"30.06.2026";"1509453";"7452056"
"Presa, Kevin";"Espagne";"DM";"Lugo";"0";"0";"1540";"130320";"15.05.1994";"30.06.2026";"67224132";"1695"
"Carrasco, Sergio";"Espagne";"AM C";"Yeclano";"0";"0";"4370";"147080";"02.06.1999";"30.06.2026";"67248417";"4203018"
"Julloux, Adrien";"France";"D RLC";"Nancy";"0";"0";"950";"104500";"05.10.1996";"30.06.2026";"48036265";"827"
"Javier Pérez";"Espagne";"D/WB/AM R";"Villarrubia";"0";"0";"680";"58270";"12.03.1999";"30.06.2026";"67295188";"67121493"
"Cadiou, Enzo";"France";"D R";"Laval MFC";"0";"0";"480";"16960";"01.04.2005";"30.06.2026";"2000314824";"2062"
"Alastuey, Jorge";"Espagne";"AM C";"Austin FC";"0";"0";"660";"700730";"14.05.2003";"31.12.2026";"2000048839";"72053036"
"Dasbach, Yannik";"Allemagne";"D LC, DM";"Borussia M'gladbach";"0";"0";"1150";"418030";"21.01.2006";"30.06.2026";"2000224804";"908"
"Queijeiro, Álvaro";"Espagne";"AM C";"Arteixo";"0";"0";"1010";"86070";"25.02.1993";"30.06.2026";"67118141";"4212316"
"Tshibangu, Isaac";"R.D. Congo";"AM RL, ST";"Emirates";"2";"0";"17540";"1843240";"17.05.2003";"30.06.2027";"13230845";"135435"
"Diebold, Yann";"France";"AM RL";"Le Puy Foot 43";"0";"0";"970";"36560";"01.04.2000";"30.06.2026";"48044100";"85060443"
"Puel, Paulin";"France";"ST";"-";"0";"0";"0";"0";"09.05.1997";"-";"48036812";"-1"
"Al-Menhali, Ahmed";"Qatar";"D/WB/M L";"Al Rayyan";"0";"0";"9280";"2785870";"05.05.1999";"30.06.2027";"23458629";"3400801"
"Castro, Óscar";"Espagne";"DM";"Algeciras";"0";"0";"5810";"108640";"20.06.2001";"30.06.2026";"67259883";"4203033"
"Nieland, David";"Allemagne";"AM LC, F C";"Blankenfelde";"0";"0";"0";"0";"28.04.1999";"-";"91151093";"91188510"
"Evans, Owen";"Pays de Galles / Angleterre";"GK";"Barnet";"0";"0";"2090";"93140";"28.11.1996";"30.06.2026";"28095217";"605"
"Jay, Ronan";"France";"GK";"Bourgoin-Jallieu";"0";"0";"470";"63340";"25.04.2001";"30.06.2026";"49041323";"8444331"
"Muci, Alexander";"Italie / Allemagne / Suisse";"GK";"Bellinzone";"0";"0";"1230";"38850";"20.11.2000";"30.06.2027";"84153341";"1101431"
"Barrio, Javi";"Espagne / Pays Basque";"D RC";"Cacereño";"0";"0";"1790";"18620";"21.05.1991";"30.06.2026";"67135117";"1676"
"Kosijer, Simone";"Italie";"D C";"Triestina";"0";"0";"930";"226060";"15.06.2006";"30.06.2026";"2000191947";"2229"
"Schirò, Thomas";"Italie / Guadeloupe";"DM, AM C";"Pro Patria";"0";"0";"1050";"178570";"25.04.2000";"30.06.2027";"43317903";"2217"
"Korkut, Efe";"Turquie / Allemagne / Pays Basque";"DM, AM RLC";"A. Bilbao";"0";"0";"2900";"416650";"23.06.2006";"30.06.2028";"2000311617";"1664"
"Ciccarelli, Nazzareno";"Italie";"AM/F C";"1.FC Bocholt";"0";"0";"860";"67670";"25.10.1996";"30.06.2027";"2000223443";"3602383"
"Wilton, Lukas";"Allemagne / Angleterre";"D LC";"Lok Leipzig";"0";"0";"1780";"107190";"13.05.1995";"30.06.2027";"91144365";"3600077"
"Brunt, Zak";"Angleterre";"AM C";"Boreham Wood";"0";"0";"1160";"274920";"17.11.2001";"30.06.2028";"90083942";"109212"
"Marazzotti, Fabrizio";"Italie";"AM C";"Crotone";"0";"0";"1160";"236840";"21.01.2005";"30.06.2028";"2000097926";"707654"
"Luker, Jayden";"Angleterre";"AM RC";"Notts Co";"0";"0";"1390";"967440";"30.04.2005";"30.06.2026";"2000192297";"693"
"Dja Djédjé, Brice";"Côte d'Ivoire / France";"DM";"ES Fos-sur-Mer";"7";"0";"510";"8990";"23.12.1990";"30.06.2026";"34011670";"8444598"
"Ghaderi, Arash";"Iran";"D RC";"Zob Ahan";"0";"0";"6000";"459360";"01.10.1998";"30.06.2027";"29223778";"104395"
"Vercruysse, Jean";"France";"AM C";"Le Mans FC";"0";"0";"1050";"257130";"03.07.2000";"30.06.2027";"49048715";"857"
"Socorro, Víctor";"Espagne";"ST";"-";"0";"0";"0";"0";"25.10.2000";"-";"67277518";"-1"
"Collado, Urko";"Espagne / Pays Basque";"AM R";"A. Getxo";"0";"0";"4420";"87970";"27.02.2001";"30.06.2026";"2000124809";"102029"
"Burger, Korbinian";"Allemagne";"D LC";"1. FSV Mainz 05";"0";"0";"3660";"182700";"27.04.1995";"30.06.2027";"91124141";"918"
"Ristl, Mart";"Allemagne";"DM";"Homburg";"0";"0";"2430";"74280";"07.07.1996";"30.06.2026";"92051582";"3601820"
"Baldoni, Sohan";"France";"AM R, ST";"Concarneau";"0";"0";"570";"172430";"03.12.2003";"30.06.2028";"2000381102";"3501956"
"Sardinero, Adrián";"Espagne";"AM RL, ST";"Kannur Warriors";"0";"0";"990";"30400";"13.10.1990";"31.05.2026";"67087749";"2000375615"
"Paalberg, Marten-Chris";"Estonie";"ST";"Saint-Étienne";"0";"0";"720";"6839920";"08.10.2008";"30.06.2028";"2000469965";"828"
"Lacruz, Diego";"Espagne / Pays Basque";"AM R, ST";"Gazte Berriak";"0";"0";"540";"44030";"14.11.1993";"30.06.2026";"67260078";"2000193845"
"Bagheri, Milad";"Iran";"D C";"Paykan";"0";"0";"2400";"343330";"11.11.1994";"30.06.2026";"23462118";"5622727"
"Hemmings, Kane";"Angleterre";"ST";"Barrow";"0";"0";"2320";"33660";"08.04.1992";"30.06.2026";"61011778";"607"
"Coundoul, Amadou";"Sénégal";"AM/F C";"S. Gijon";"0";"0";"1680";"297610";"19.05.2002";"30.06.2028";"2000178389";"1744"
"Weir, Evan";"Irlande";"D LC";"Walsall";"0";"0";"990";"122760";"16.04.2000";"30.06.2026";"29244938";"731"
"Garzón, Diego";"Espagne / Équateur";"D/WB R";"Cornellà";"0";"0";"2560";"38000";"03.07.1996";"30.06.2026";"67264272";"814086"
"Taraba, Filip";"Bosnie";"D RC";"Istra 1961";"0";"0";"810";"2442040";"29.06.2006";"30.06.2029";"2000369915";"662735"
"Nouidra, Tarek";"France / Maroc";"DM";"Fola Esch";"0";"0";"50";"0";"09.05.1987";"30.06.2026";"52072429";"5340057"
"Goteni, Randi";"Congo / France";"DM";"Entente Feignies Aulnoye";"1";"0";"830";"122570";"05.07.1995";"30.06.2026";"85080884";"50051200"
"Opoku, Aaron";"Allemagne / Ghana";"AM RLC";"Eintracht Braunschweig";"0";"0";"6730";"1278160";"28.03.1999";"30.06.2028";"91184446";"2237"
"Cassa, Federico";"Italie";"AM C";"Bergamo";"0";"0";"2600";"205260";"01.02.2006";"30.06.2026";"2000241431";"1106"
"Rauhut, Kevin";"Allemagne";"GK";"FC Viktoria Köln";"0";"0";"1060";"15280";"30.12.1989";"30.06.2026";"92024134";"879643"
"Wyke, Laurence";"Angleterre";"D C, DM";"Tampa Bay";"0";"0";"990";"592270";"20.09.1996";"30.11.2026";"20049205";"72018903"
"Mankowski, Alexander";"Allemagne";"D RC";"SV Horn";"0";"0";"700";"188690";"10.09.2000";"30.06.2026";"91190303";"5609646"
"Clark, Nicky";"Écosse";"AM/F C";"Queen of the South";"0";"0";"1160";"7770";"03.06.1991";"31.05.2026";"61005136";"1590"
"Moreno, Sergio";"Espagne / Pays Basque";"AM L, ST";"Teruel";"0";"0";"4940";"52780";"01.01.1999";"30.06.2026";"67276497";"814935"
"Mahicas, Julián";"Espagne";"AM RL, ST";"Europa";"0";"0";"970";"140750";"14.07.2001";"30.06.2026";"2000052926";"4212395"
"Chéry, Miche-Naider";"Haïti";"ST";"-";"0";"0";"0";"0";"13.11.1997";"-";"2000252206";"-1"
"McDonald, Kevin";"Écosse";"DM";"Exeter";"5";"0";"1740";"8900";"04.11.1988";"30.06.2026";"5220454";"651"
"Brun, Yohan";"France";"AM R, ST";"Hyères 83 FC";"0";"0";"510";"73050";"19.09.1994";"30.06.2026";"50040398";"2000107798"
"Lewis, Aaron";"Pays de Galles";"D/WB R, DM";"Mansfield";"0";"0";"2900";"309440";"26.06.1998";"30.06.2026";"28100469";"681"
"Menna, Damiano";"Italie";"D RC";"Ascoli";"0";"0";"1480";"137030";"27.04.1995";"30.06.2027";"43104954";"1105"
"Cuccurullo, Marco";"Italie";"M C";"Sorrento";"0";"0";"970";"190470";"10.02.2000";"30.06.2028";"43318407";"831366"
"Merletti, Tommaso";"Italie";"D C";"-";"0";"0";"0";"0";"10.09.2001";"-";"43371882";"-1"
"Gerbet, Joran";"France / États-Unis";"DM";"Orlando City";"0";"0";"1720";"1468430";"30.06.2001";"31.12.2026";"2000028592";"72014193"
"Chopi";"Espagne";"AM LC";"U.D. Santa Marta";"0";"0";"370";"2960";"16.04.1990";"30.06.2026";"67096810";"7452087"
"March, Josh";"Angleterre";"ST";"Crewe";"0";"0";"2610";"307400";"18.03.1997";"30.06.2027";"90091457";"641"
"Camelo, Lucas";"France / Portugal";"D C, DM";"FC Villefranche";"0";"0";"1280";"105560";"07.02.1999";"30.06.2026";"50065450";"2085"
"Zinga, Aeron";"France / R.D. Congo";"ST";"Quevilly-Rouen";"0";"0";"900";"76890";"15.07.2000";"30.06.2026";"2000026089";"50034825"
"Boffelli, Andrea";"Italie";"D LC";"Arzignano";"0";"0";"1530";"183850";"14.03.1997";"30.06.2026";"43139320";"43156731"
"Nzuzi, Marwann";"France / Algérie";"D/WB R";"Bravo";"0";"0";"350";"412220";"16.05.2004";"30.06.2027";"2000116625";"64000753"
"Ndlovu, Lee";"Zimbabwe / Angleterre";"ST";"Notts Co";"0";"0";"2900";"148810";"22.09.1994";"30.06.2027";"90060311";"693"
"Fields, Jykese";"Allemagne / États-Unis";"AM R, ST";"TSG Hoffenheim";"0";"0";"1080";"436580";"14.06.2007";"30.06.2026";"2000332339";"879226"
"Azón, Juan Carlos";"Espagne";"GK";"Badalona";"0";"0";"1410";"36950";"06.07.2000";"30.06.2026";"67248425";"6706380"
